"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"hg19-NGF",4.122538461852e-196,0.479143770059382,0.317,0.057,7.45849658518263e-192,"0","hg19-NGF"
"hg19-SMURF2",1.92580740382219e-195,0.588876198608786,0.437,0.167,3.4841707549951e-191,"0","hg19-SMURF2"
"hg19-TGFB1",6.29353837108197e-195,0.601174715900825,0.501,0.253,1.13862696209615e-190,"0","hg19-TGFB1"
"hg19-ALCAM",7.53795050005364e-195,0.535500947120085,0.412,0.139,1.36376600446971e-190,"0","hg19-ALCAM"
"hg19-MIR24-2",5.51419782947383e-194,0.478000797678564,0.32,0.061,9.97628671308405e-190,"0","hg19-MIR24-2"
"hg19-PTGS2",1.08046981677806e-193,0.471999431539637,0.271,0.027,1.95478599251487e-189,"0","hg19-PTGS2"
"hg19-SVIP",5.35591479003465e-193,0.639762611539828,0.533,0.309,9.68992103813068e-189,"0","hg19-SVIP"
"hg19-SORBS3",6.4429459177776e-193,0.616370290621046,0.706,0.593,1.16565777544432e-188,"0","hg19-SORBS3"
"hg19-FOSB",6.56305339792185e-192,0.694368871983505,0.617,0.426,1.18738762075202e-187,"0","hg19-FOSB"
"hg19-TLN1",3.03087016229751e-189,0.600036085259621,0.778,0.731,5.48345029762866e-185,"0","hg19-TLN1"
"hg19-ROMO1",2.11800117302604e-188,0.490404443555076,0.938,0.945,3.83188772223871e-184,"0","hg19-ROMO1"
"hg19-JUNB",8.94377515139486e-187,0.640958165454822,0.669,0.466,1.61810780039036e-182,"0","hg19-JUNB"
"hg19-VEPH1",2.94878472211944e-186,0.577922005423184,0.394,0.136,5.33494131925848e-182,"0","hg19-VEPH1"
"hg19-C1orf198",3.64421178373817e-186,0.641053289970541,0.605,0.379,6.5931079591391e-182,"0","hg19-C1orf198"
"hg19-DACT1",5.70724963246673e-186,0.389073822914693,0.255,0.022,1.03255560350588e-181,"0","hg19-DACT1"
"hg19-RAB34",5.74165920295901e-185,0.57803361417047,0.744,0.649,1.03878098299934e-180,"0","hg19-RAB34"
"hg19-FGF5",1.35649899897658e-184,0.575399574771617,0.291,0.047,2.45417798894843e-180,"0","hg19-FGF5"
"hg19-LTBP2",1.39844957676564e-184,0.5352631550071,0.487,0.22,2.53007497428439e-180,"0","hg19-LTBP2"
"hg19-DRAM1",2.18974107818697e-184,0.485891926621513,0.35,0.091,3.96167955865586e-180,"0","hg19-DRAM1"
"hg19-STAT1",2.331869489513e-184,0.781383209031796,0.726,0.682,4.21881828042693e-180,"0","hg19-STAT1"
"hg19-ATF5",4.04067099843275e-184,0.881021962591491,0.665,0.541,7.31038197036452e-180,"0","hg19-ATF5"
"hg19-PTPN14",7.40923707752568e-184,0.611996271306435,0.537,0.317,1.34047917206595e-179,"0","hg19-PTPN14"
"hg19-LTBP1",1.78267110441433e-183,0.527438312981565,0.444,0.17,3.2252085621064e-179,"0","hg19-LTBP1"
"hg19-CNN1",6.26718237062246e-183,0.421400198921896,0.276,0.034,1.13385863449302e-178,"0","hg19-CNN1"
"hg19-GNG12",2.26776659225551e-182,0.59098684970978,0.774,0.743,4.10284331870868e-178,"0","hg19-GNG12"
"hg19-ADAMTSL1",5.63999168378005e-182,0.378151225464086,0.281,0.038,1.02038729542949e-177,"0","hg19-ADAMTSL1"
"hg19-MOXD1",1.21551984696862e-181,0.529278932737208,0.34,0.084,2.19911850713562e-177,"0","hg19-MOXD1"
"hg19-TUBA1C",6.13716141920333e-181,0.750243020846599,0.703,0.6,1.11033524396227e-176,"0","hg19-TUBA1C"
"hg19-RRAS",1.22283313289686e-180,0.529180693569194,0.823,0.777,2.212349704037e-176,"0","hg19-RRAS"
"hg19-SIGIRR",4.48600353821246e-180,0.563800266957972,0.486,0.232,8.11607760133398e-176,"0","hg19-SIGIRR"
"hg19-UQCR11.1",5.21582190637984e-180,0.408122867670706,0.992,0.995,9.43646499302241e-176,"0","hg19-UQCR11.1"
"hg19-PEAR1",1.38913130059899e-179,0.451252208837524,0.365,0.105,2.5132163490437e-175,"0","hg19-PEAR1"
"hg19-ETS1",1.93362667935864e-179,0.430729777701976,0.319,0.069,3.49831738829566e-175,"0","hg19-ETS1"
"hg19-MTHFD2",7.99128104022538e-179,0.582137135747345,0.505,0.258,1.44578256579758e-174,"0","hg19-MTHFD2"
"hg19-ADAMTS6",1.78380658907391e-178,0.621407591252994,0.495,0.259,3.22726288095251e-174,"0","hg19-ADAMTS6"
"hg19-HAPLN1",3.54947513900184e-178,0.553444187432073,0.272,0.036,6.42171042148213e-174,"0","hg19-HAPLN1"
"hg19-SH2D4A",8.44338981819737e-178,0.433244013565227,0.314,0.069,1.52757808590827e-173,"0","hg19-SH2D4A"
"hg19-CTSB",9.47161267455952e-177,0.60500366482448,0.776,0.741,1.71360416508131e-172,"0","hg19-CTSB"
"hg19-ATP8B1",2.02741319828544e-176,0.38652072377548,0.266,0.034,3.66799595833802e-172,"0","hg19-ATP8B1"
"hg19-AAK1",5.90327312137381e-176,0.5965242977901,0.602,0.439,1.06802017311895e-171,"0","hg19-AAK1"
"hg19-UCHL1",1.24475024873012e-174,0.730259430207147,0.693,0.587,2.25200215000253e-170,"0","hg19-UCHL1"
"hg19-ETV5",2.00148916611293e-174,0.383618430893974,0.276,0.043,3.62109419933151e-170,"0","hg19-ETV5"
"hg19-B4GALT1",9.00943054083448e-174,0.900863533294293,0.648,0.489,1.62998617344777e-169,"0","hg19-B4GALT1"
"hg19-KIAA1462",2.76741975451154e-173,0.557168527265436,0.469,0.226,5.00681581986228e-169,"0","hg19-KIAA1462"
"hg19-RPL22L1",5.77907364298973e-173,0.75244482718976,0.845,0.829,1.0455500034897e-168,"0","hg19-RPL22L1"
"hg19-CDH13",1.33965194809165e-172,0.562473092089241,0.461,0.222,2.42369830448742e-168,"0","hg19-CDH13"
"hg19-DHRS3",3.79963542518896e-172,0.613694019716601,0.489,0.254,6.87430041125186e-168,"0","hg19-DHRS3"
"hg19-ASAP2",2.47271357098955e-170,0.479944287306122,0.356,0.11,4.47363339263429e-166,"0","hg19-ASAP2"
"hg19-GLRX",1.12662025988646e-169,0.6963086450043,0.712,0.639,2.03828137418658e-165,"0","hg19-GLRX"
"hg19-RALBP1",2.21906985290454e-169,0.556781890189715,0.758,0.71,4.01474117787489e-165,"0","hg19-RALBP1"
"hg19-FAM129B",3.09198604690012e-169,0.591397872823174,0.537,0.332,5.59402115605169e-165,"0","hg19-FAM129B"
"hg19-LIMCH1",4.80462562462293e-168,0.518970656471319,0.403,0.144,8.69252868006781e-164,"0","hg19-LIMCH1"
"hg19-HIST1H4C",5.62327293981438e-168,1.26924776354217,0.63,0.489,1.01736254027122e-163,"0","hg19-HIST1H4C"
"hg19-UACA",7.21913512353668e-168,0.489976426959443,0.389,0.139,1.30608592655026e-163,"0","hg19-UACA"
"hg19-EGR1",3.0778633567406e-167,0.692408011310399,0.668,0.533,5.56847038501509e-163,"0","hg19-EGR1"
"hg19-C9orf3",3.91260274085647e-167,0.438342221394405,0.347,0.104,7.07868087875752e-163,"0","hg19-C9orf3"
"hg19-SUMO3",1.63305096066604e-166,0.585345790582686,0.779,0.761,2.954515798037e-162,"0","hg19-SUMO3"
"hg19-COX8A",2.83071800201045e-166,0.478756083755602,0.968,0.972,5.12133500923731e-162,"0","hg19-COX8A"
"hg19-GNG5",1.01412665086992e-165,0.474158078212582,0.942,0.964,1.83475793675386e-161,"0","hg19-GNG5"
"hg19-SLC2A3",1.41165236352287e-164,0.397202723640328,0.288,0.056,2.55396145608557e-160,"0","hg19-SLC2A3"
"hg19-MXRA7",1.84097994508239e-162,0.576468075954254,0.652,0.545,3.33070091664306e-158,"0","hg19-MXRA7"
"hg19-TMED2",2.17965591480848e-162,0.512467111378929,0.874,0.903,3.9434334810715e-158,"0","hg19-TMED2"
"hg19-CLIC1",3.29161564504408e-162,0.556277597474786,0.843,0.82,5.95519102501375e-158,"0","hg19-CLIC1"
"hg19-PFN2",1.06026235603689e-161,0.513246295318526,0.796,0.774,1.91822665454193e-157,"0","hg19-PFN2"
"hg19-EFEMP1",6.55150996961793e-161,0.584497969264737,0.582,0.384,1.18529918370328e-156,"0","hg19-EFEMP1"
"hg19-SERP1",2.25952997788105e-158,0.492926020050469,0.869,0.897,4.08794163598239e-154,"0","hg19-SERP1"
"hg19-KCTD20",3.8998994078825e-158,0.867809548857457,0.629,0.537,7.05569800874102e-154,"0","hg19-KCTD20"
"hg19-PPP1R15A",4.51130100869245e-158,0.528524670829441,0.495,0.278,8.16184578492638e-154,"0","hg19-PPP1R15A"
"hg19-MEG3",4.82486035768574e-157,0.60907820999853,0.737,0.6,8.72913735912505e-153,"0","hg19-MEG3"
"hg19-PYCR1",1.27798412143357e-156,0.52668942238537,0.504,0.293,2.31212887249762e-152,"0","hg19-PYCR1"
"hg19-RGS10",5.69857922282448e-156,0.550302561403806,0.639,0.469,1.0309869529934e-151,"0","hg19-RGS10"
"hg19-VASN",1.06554220150253e-155,0.424217415621412,0.347,0.108,1.92777895095839e-151,"0","hg19-VASN"
"hg19-PRR16",8.42947148157564e-155,0.36671364596343,0.284,0.058,1.52505998044667e-150,"0","hg19-PRR16"
"hg19-NDUFC1",9.72726015501773e-155,0.541101616944228,0.791,0.761,1.75985590724581e-150,"0","hg19-NDUFC1"
"hg19-RNF145",4.80153793499572e-153,0.568683712089085,0.602,0.463,8.68694243199426e-149,"0","hg19-RNF145"
"hg19-TGFB1I1",1.20542040490065e-152,0.476522802899224,0.546,0.304,2.18084659654626e-148,"0","hg19-TGFB1I1"
"hg19-NTN4",1.59138659898156e-152,0.427267700495091,0.291,0.07,2.87913663487744e-148,"0","hg19-NTN4"
"hg19-BASP1",3.79303840621996e-152,0.497901673687013,0.739,0.567,6.86236508453315e-148,"0","hg19-BASP1"
"hg19-SET",2.18045540129257e-151,0.627390633693568,0.878,0.88,3.94487991201852e-147,"0","hg19-SET"
"hg19-LRRFIP1",3.29222806251753e-150,0.575342147177575,0.562,0.401,5.95629901070671e-146,"0","hg19-LRRFIP1"
"hg19-PRELID1",3.74724593560701e-150,0.473868121109509,0.957,0.956,6.7795173467002e-146,"0","hg19-PRELID1"
"hg19-UNC5B",8.20076510012679e-150,0.474534363775037,0.372,0.14,1.48368242191494e-145,"0","hg19-UNC5B"
"hg19-HIF1A",1.98040438640033e-149,0.58499941135882,0.769,0.762,3.58294761587548e-145,"0","hg19-HIF1A"
"hg19-PRRX1",3.1923771887396e-149,0.506570350677967,0.61,0.385,5.77564880986768e-145,"0","hg19-PRRX1"
"hg19-BCL7C",6.6769481704516e-149,0.562110205924411,0.762,0.746,1.2079934629981e-144,"0","hg19-BCL7C"
"hg19-TMED9",8.42314004666715e-149,0.563684384649976,0.706,0.651,1.52391449724302e-144,"0","hg19-TMED9"
"hg19-COL8A1",1.44511299462303e-148,0.663620841587932,0.473,0.207,2.61449842987198e-144,"0","hg19-COL8A1"
"hg19-NEDD8",2.45934958250547e-148,0.407292484497629,0.965,0.989,4.44945526466891e-144,"0","hg19-NEDD8"
"hg19-LINC00116",1.36502232636655e-147,0.569278687592066,0.704,0.629,2.46959839286236e-143,"0","hg19-LINC00116"
"hg19-KCNK2",2.41615362202985e-147,0.440871714139634,0.356,0.129,4.37130513297641e-143,"0","hg19-KCNK2"
"hg19-RAI14",2.87341770692792e-147,0.470589518009864,0.45,0.217,5.198587315374e-143,"0","hg19-RAI14"
"hg19-H3F3B",2.45040839779618e-146,0.66335683717217,0.907,0.943,4.43327887329285e-142,"0","hg19-H3F3B"
"hg19-PFKP",4.81803171031238e-145,0.406539948224233,0.314,0.096,8.71678297029717e-141,"0","hg19-PFKP"
"hg19-QSOX1",7.05719144467462e-144,0.690774550724106,0.715,0.684,1.27678707617053e-139,"0","hg19-QSOX1"
"hg19-UGCG",3.65869116034836e-141,0.570361791082287,0.504,0.323,6.61930404730225e-137,"0","hg19-UGCG"
"hg19-S100A6",4.34058748613074e-141,0.264586709784811,1,1,7.85299087990774e-137,"0","hg19-S100A6"
"hg19-GARS",1.12933311666711e-140,0.529819607232201,0.639,0.518,2.04318947467413e-136,"0","hg19-GARS"
"hg19-TJP1",4.11291470528876e-139,0.532273897821611,0.535,0.377,7.44108528480843e-135,"0","hg19-TJP1"
"hg19-RUNX1",2.50025748026377e-138,0.387611967257566,0.306,0.091,4.5234658332932e-134,"0","hg19-RUNX1"
"hg19-DYNLRB1",2.56015328491582e-138,0.502388542712807,0.762,0.727,4.63182932306971e-134,"0","hg19-DYNLRB1"
"hg19-GALNT5",7.76757532395494e-137,0.354920130658033,0.264,0.06,1.40530972760993e-132,"0","hg19-GALNT5"
"hg19-MYL12B",7.84893269283364e-137,0.450329402116116,0.847,0.863,1.42002890278746e-132,"0","hg19-MYL12B"
"hg19-TPD52L1",1.35934032801549e-136,0.4526027845317,0.347,0.124,2.45931852144562e-132,"0","hg19-TPD52L1"
"hg19-FAM177A1",1.44498238224168e-136,0.497129238865658,0.734,0.691,2.61426212595165e-132,"0","hg19-FAM177A1"
"hg19-YWHAH",3.54496009684887e-135,0.561153165379383,0.755,0.674,6.41354180721898e-131,"0","hg19-YWHAH"
"hg19-PTP4A2",1.23126759476504e-134,0.438595926241968,0.928,0.95,2.22760933244892e-130,"0","hg19-PTP4A2"
"hg19-TRIB3",1.57516335304052e-134,0.446617643532348,0.328,0.114,2.8497855383209e-130,"0","hg19-TRIB3"
"hg19-MBOAT2",1.77664865158598e-134,0.392965054871989,0.337,0.12,3.21431274044936e-130,"0","hg19-MBOAT2"
"hg19-SH3RF1",5.41414790125963e-134,0.378142912104262,0.302,0.093,9.79527638295892e-130,"0","hg19-SH3RF1"
"hg19-IFT20",2.33505736270829e-133,0.515445522898187,0.627,0.533,4.22458578061184e-129,"0","hg19-IFT20"
"hg19-IQGAP1",2.8666847267539e-132,0.498441578419112,0.584,0.454,5.18640600764316e-128,"0","hg19-IQGAP1"
"hg19-PRPS1",1.84578062922829e-131,0.566937605597113,0.386,0.188,3.33938631439982e-127,"0","hg19-PRPS1"
"hg19-TMEM50A",1.22330309657302e-130,0.50080197423768,0.686,0.611,2.2131999623199e-126,"0","hg19-TMEM50A"
"hg19-FST",5.10964918162635e-129,0.795317697592359,0.471,0.265,9.24437729939839e-125,"0","hg19-FST"
"hg19-BCAT1",1.77748965795592e-127,0.5012543920369,0.665,0.581,3.21583428917386e-123,"0","hg19-BCAT1"
"hg19-ABL2",2.32458687421451e-127,0.491383392715321,0.437,0.244,4.2056425728289e-123,"0","hg19-ABL2"
"hg19-USP53",3.60860201221398e-127,0.693664091094414,0.47,0.285,6.52868276049753e-123,"0","hg19-USP53"
"hg19-PLIN3",1.37624953167834e-126,0.503806742765308,0.547,0.408,2.48991065271245e-122,"0","hg19-PLIN3"
"hg19-PTTG1",3.02902463539467e-126,0.623887620214871,0.257,0.067,5.48011137035603e-122,"0","hg19-PTTG1"
"hg19-MARCKS",4.46241134140699e-126,0.445409469267975,0.931,0.925,8.07339459887353e-122,"0","hg19-MARCKS"
"hg19-CDC42EP1",4.63138446683422e-125,0.474133177619975,0.496,0.317,8.37910077739648e-121,"0","hg19-CDC42EP1"
"hg19-MORF4L1",1.58039391266327e-123,0.405645390039082,0.912,0.944,2.85924866679039e-119,"0","hg19-MORF4L1"
"hg19-FZD7",2.47990788893903e-123,0.392064027203683,0.325,0.124,4.48664935266849e-119,"0","hg19-FZD7"
"hg19-DYNLL1",1.013910132903e-122,0.437698725187696,0.936,0.941,1.8343662124481e-118,"0","hg19-DYNLL1"
"hg19-FLNB",9.80720776269625e-122,0.501104718232376,0.578,0.426,1.77432002842701e-117,"0","hg19-FLNB"
"hg19-PSAT1",1.25848233746446e-121,0.495623457948335,0.51,0.343,2.27684624494071e-117,"0","hg19-PSAT1"
"hg19-RAC2",1.63525527793339e-121,0.420224982691686,0.371,0.172,2.95850384883708e-117,"0","hg19-RAC2"
"hg19-PTTG1IP",1.8429245614314e-121,0.53609473026733,0.679,0.654,3.33421911654169e-117,"0","hg19-PTTG1IP"
"hg19-ZYX",2.86027268175281e-121,0.507517866806542,0.78,0.775,5.17480533582718e-117,"0","hg19-ZYX"
"hg19-LOXL1",4.6062153248801e-121,0.441688612658371,0.816,0.764,8.33356476577307e-117,"0","hg19-LOXL1"
"hg19-TUBB6",8.89885937274886e-121,0.570070471836511,0.711,0.656,1.60998163771772e-116,"0","hg19-TUBB6"
"hg19-VMP1",1.19393679431368e-120,0.534398012934349,0.737,0.699,2.16007044827232e-116,"0","hg19-VMP1"
"hg19-MPRIP",1.59903298135726e-120,0.518185571212723,0.526,0.388,2.89297046987155e-116,"0","hg19-MPRIP"
"hg19-TES",1.89463704009868e-120,0.398740619666444,0.343,0.142,3.42777733294654e-116,"0","hg19-TES"
"hg19-PXN",7.45776277334175e-120,0.477726359343657,0.455,0.274,1.34925844095299e-115,"0","hg19-PXN"
"hg19-AP2B1",4.41565399433755e-119,0.505586481310268,0.644,0.59,7.98880120655549e-115,"0","hg19-AP2B1"
"hg19-AFAP1",2.13643941722191e-118,0.508278802595124,0.55,0.426,3.86524619363789e-114,"0","hg19-AFAP1"
"hg19-H2AFV",7.19002795936799e-118,0.678819099654001,0.658,0.616,1.30081985840886e-113,"0","hg19-H2AFV"
"hg19-COX17",1.69303268793984e-117,0.485377397028677,0.769,0.724,3.06303473902075e-113,"0","hg19-COX17"
"hg19-CAPZB",1.82727474512068e-117,0.459539684531801,0.751,0.767,3.30590546887233e-113,"0","hg19-CAPZB"
"hg19-NXN",4.0823742774849e-116,0.381320002635328,0.335,0.141,7.38583154282569e-112,"0","hg19-NXN"
"hg19-MRPL52",8.99749188942576e-116,0.543836408006258,0.709,0.679,1.62782623263491e-111,"0","hg19-MRPL52"
"hg19-SLC9A3R2",5.45469996406427e-115,0.53631669617084,0.507,0.365,9.86864317498507e-111,"0","hg19-SLC9A3R2"
"hg19-NFKBIZ",8.56358178019051e-115,0.380590664361002,0.308,0.115,1.54932321567207e-110,"0","hg19-NFKBIZ"
"hg19-C19orf53",3.47301884551914e-114,0.365323486015959,0.956,0.984,6.28338569531324e-110,"0","hg19-C19orf53"
"hg19-SQSTM1",2.01038373279616e-113,0.622957575242073,0.82,0.868,3.63718624937481e-109,"0","hg19-SQSTM1"
"hg19-LAYN",4.39087051796995e-113,0.396323853895936,0.365,0.164,7.94396294111124e-109,"0","hg19-LAYN"
"hg19-BUD31",1.65739122712448e-112,0.477886714528003,0.688,0.67,2.99855220811361e-108,"0","hg19-BUD31"
"hg19-GSTO1",7.52560763510304e-112,0.482573554053185,0.653,0.57,1.36153293334284e-107,"0","hg19-GSTO1"
"hg19-MYO1E",9.34737862629699e-112,0.326685398458626,0.271,0.086,1.69112774106965e-107,"0","hg19-MYO1E"
"hg19-HINT1",1.4408109113644e-111,0.275363837071454,0.995,0.999,2.60671510084047e-107,"0","hg19-HINT1"
"hg19-C11orf24",2.09381432076774e-111,0.497017635657664,0.587,0.502,3.788128869133e-107,"0","hg19-C11orf24"
"hg19-IER2",3.71538344421175e-111,0.522129426229346,0.652,0.532,6.7218717272679e-107,"0","hg19-IER2"
"hg19-COX7A2",2.09211072650038e-110,0.315784864029338,0.987,0.992,3.7850467263845e-106,"0","hg19-COX7A2"
"hg19-PDAP1",6.50687133033923e-110,0.484124784717608,0.742,0.74,1.17722316108497e-105,"0","hg19-PDAP1"
"hg19-H2AFZ",7.2384531581646e-110,1.06344072975408,0.705,0.706,1.30958094537514e-105,"0","hg19-H2AFZ"
"hg19-PPP1R18",7.99189517848502e-110,0.470498731202395,0.512,0.37,1.44589367569151e-105,"0","hg19-PPP1R18"
"hg19-VASP",1.2391226287232e-109,0.445335718822758,0.418,0.244,2.24182065988602e-105,"0","hg19-VASP"
"hg19-MSRB3",4.9837550558408e-109,0.478807106107665,0.604,0.512,9.01660964702718e-105,"0","hg19-MSRB3"
"hg19-TMEM173",3.27828823521063e-108,0.325499706538771,0.272,0.09,5.93107907514307e-104,"0","hg19-TMEM173"
"hg19-ANKRD11",5.11460326400812e-108,0.488056924334149,0.707,0.691,9.2533402252435e-104,"0","hg19-ANKRD11"
"hg19-ARPC3",2.75110987919798e-107,0.408592365583885,0.82,0.853,4.97730799344498e-103,"0","hg19-ARPC3"
"hg19-TMEM54",3.30800625105215e-107,0.448181763438944,0.43,0.262,5.98484490940356e-103,"0","hg19-TMEM54"
"hg19-BOLA3",7.0155547802632e-104,0.464438094490164,0.779,0.735,1.26925417084522e-99,"0","hg19-BOLA3"
"hg19-ARHGAP35",3.05054323131991e-103,0.458824208838468,0.506,0.373,5.51904281410399e-99,"0","hg19-ARHGAP35"
"hg19-FSCN1",3.65656791184246e-103,0.461654024957023,0.582,0.451,6.61546266610537e-99,"0","hg19-FSCN1"
"hg19-TCEB2",4.20619953183914e-103,0.269643284630193,0.992,0.999,7.60985619300338e-99,"0","hg19-TCEB2"
"hg19-AC093673.5",4.6727834276097e-103,0.392417566317702,0.374,0.187,8.45399977723148e-99,"0","hg19-AC093673.5"
"hg19-SSH1",5.0255391003077e-103,0.382265614585647,0.337,0.16,9.0922053402767e-99,"0","hg19-SSH1"
"hg19-LINC01116",1.19051903140589e-102,0.404629986120376,0.398,0.221,2.15388703161953e-98,"0","hg19-LINC01116"
"hg19-CALHM2",2.37721544079795e-102,0.314694686979633,0.292,0.106,4.30085817549166e-98,"0","hg19-CALHM2"
"hg19-CYP1B1",3.27826204204396e-102,0.565818982507805,0.537,0.339,5.93103168646593e-98,"0","hg19-CYP1B1"
"hg19-MTHFD1L",6.97021426201373e-102,0.435535677437333,0.449,0.297,1.26105116428352e-97,"0","hg19-MTHFD1L"
"hg19-HSPB7",1.9309384900419e-101,0.381193346701444,0.294,0.116,3.4934539161838e-97,"0","hg19-HSPB7"
"hg19-AHNAK2",8.92791608731015e-101,0.347859364267151,0.326,0.142,1.61523857851615e-96,"0","hg19-AHNAK2"
"hg19-MAP2K3",1.54778056859241e-100,0.450817771030376,0.432,0.279,2.80024460469739e-96,"0","hg19-MAP2K3"
"hg19-DKK3",2.50014313606083e-100,0.347498704683429,0.298,0.12,4.52325896176126e-96,"0","hg19-DKK3"
"hg19-CALD1",2.67962600490249e-100,0.390122768167028,0.983,0.996,4.84797936806958e-96,"0","hg19-CALD1"
"hg19-TPBG",3.006678921704e-100,0.396816011770805,0.39,0.209,5.43968350514688e-96,"0","hg19-TPBG"
"hg19-YDJC",3.41806195370206e-100,0.357752251785037,0.312,0.138,6.18395768663777e-96,"0","hg19-YDJC"
"hg19-GALNT10",1.00686519797421e-99,0.386240998206848,0.369,0.197,1.82162051617494e-95,"0","hg19-GALNT10"
"hg19-CARHSP1",1.4722710224678e-99,0.478465686253009,0.591,0.483,2.66363273384875e-95,"0","hg19-CARHSP1"
"hg19-ATP13A3",2.73489726133302e-99,0.480061836064434,0.494,0.374,4.94797612520369e-95,"0","hg19-ATP13A3"
"hg19-PRKCA",9.85827558315637e-99,0.409250107264427,0.399,0.231,1.78355921850465e-94,"0","hg19-PRKCA"
"hg19-TARS",6.07289731000441e-98,0.445009966734114,0.467,0.333,1.098708581326e-93,"0","hg19-TARS"
"hg19-RPSAP58",8.49814702201313e-98,0.385700659013232,0.813,0.847,1.53748475922262e-93,"0","hg19-RPSAP58"
"hg19-LRP10",6.68056235968824e-97,0.453888507578347,0.696,0.689,1.2086473421148e-92,"0","hg19-LRP10"
"hg19-PCSK7",1.88787949092441e-96,0.456541298025714,0.644,0.603,3.41555157498045e-92,"0","hg19-PCSK7"
"hg19-TXNL4A",3.18521443473269e-96,0.41313689165165,0.822,0.818,5.76268995531838e-92,"0","hg19-TXNL4A"
"hg19-CDV3",7.77563733857172e-96,0.440919059370057,0.743,0.744,1.4067683072944e-91,"0","hg19-CDV3"
"hg19-SNRPG",1.08434639050012e-95,0.55742627679624,0.765,0.794,1.96179948969282e-91,"0","hg19-SNRPG"
"hg19-FAM114A1",1.25015107576213e-95,0.428520970216985,0.62,0.547,2.26177332626885e-91,"0","hg19-FAM114A1"
"hg19-CDH6",1.28119210404407e-95,0.341327225852812,0.257,0.09,2.31793275463653e-91,"0","hg19-CDH6"
"hg19-HDGFRP3",3.8729602999756e-95,0.373524715301449,0.342,0.168,7.00695977471585e-91,"0","hg19-HDGFRP3"
"hg19-EIF2AK4",5.78127896751751e-94,0.465467871263612,0.581,0.511,1.04594899080327e-89,"0","hg19-EIF2AK4"
"hg19-RAN",9.63924345971622e-94,0.419596346377175,0.891,0.897,1.74393192673186e-89,"0","hg19-RAN"
"hg19-MYEOV2",5.29666156100478e-93,0.299292811779034,0.961,0.984,9.58272009616985e-89,"0","hg19-MYEOV2"
"hg19-PDLIM5",1.28000635411994e-92,0.500838138342537,0.495,0.383,2.3157874958738e-88,"0","hg19-PDLIM5"
"hg19-MALAT1",3.06972448594763e-92,0.618294185989633,0.994,0.999,5.55374553997645e-88,"0","hg19-MALAT1"
"hg19-MYH10",4.2688537112848e-91,0.513527881467462,0.479,0.35,7.72321013445646e-87,"0","hg19-MYH10"
"hg19-FBLIM1",5.16034819519463e-91,0.436852047009894,0.425,0.279,9.33610195474613e-87,"0","hg19-FBLIM1"
"hg19-ARHGAP23",1.14971816517017e-90,0.314130841222849,0.279,0.115,2.08007010442587e-86,"0","hg19-ARHGAP23"
"hg19-ERLEC1",3.8335811165245e-90,0.437352254671828,0.613,0.552,6.93571495601613e-86,"0","hg19-ERLEC1"
"hg19-MZT2A",3.08541689543956e-89,0.349052555341415,0.861,0.918,5.58213624722925e-85,"0","hg19-MZT2A"
"hg19-ATPIF1",1.00333225602722e-88,0.41867852583667,0.737,0.721,1.81522871760444e-84,"0","hg19-ATPIF1"
"hg19-DUSP1",1.30146009117107e-88,0.459380836109114,0.713,0.685,2.35460159694671e-84,"0","hg19-DUSP1"
"hg19-NCOR2",7.47259366169357e-88,0.439126552636805,0.505,0.402,1.3519416452736e-83,"0","hg19-NCOR2"
"hg19-RP11-490M8.1",8.80364058948083e-88,0.399928918886035,0.465,0.327,1.59275465544887e-83,"0","hg19-RP11-490M8.1"
"hg19-EIF4EBP1",9.75035944470577e-88,0.462081900129253,0.836,0.867,1.76403503073617e-83,"0","hg19-EIF4EBP1"
"hg19-PAPPA",2.85583624583193e-87,0.57943956495244,0.541,0.405,5.16677893595913e-83,"0","hg19-PAPPA"
"hg19-ISLR",7.89852122448122e-87,0.440199928789803,0.432,0.267,1.42900045993314e-82,"0","hg19-ISLR"
"hg19-FILIP1L",1.51909307902881e-86,0.320903104129406,0.255,0.097,2.74834319857891e-82,"0","hg19-FILIP1L"
"hg19-CNN2",1.81123781779342e-86,0.37313037186417,0.793,0.793,3.27689145995185e-82,"0","hg19-CNN2"
"hg19-POLD4",2.79181300964609e-86,0.377980462151796,0.777,0.816,5.05094809705171e-82,"0","hg19-POLD4"
"hg19-PRMT10",3.29365391815363e-86,0.353420826723479,0.278,0.122,5.95887866872354e-82,"0","hg19-PRMT10"
"hg19-MLTK",4.51089524577904e-86,0.484838527547609,0.577,0.529,8.16111167866344e-82,"0","hg19-MLTK"
"hg19-ARF4",1.8407299830675e-85,0.439878270058299,0.758,0.802,3.33024868536572e-81,"0","hg19-ARF4"
"hg19-P4HA2",2.05497444035009e-85,0.368789961078059,0.375,0.216,3.71785975748137e-81,"0","hg19-P4HA2"
"hg19-POLE4",6.86168051512349e-85,0.390959934258319,0.796,0.816,1.24141523879614e-80,"0","hg19-POLE4"
"hg19-NDUFB1",7.37192746295104e-84,0.337065481704299,0.914,0.958,1.3337291165971e-79,"0","hg19-NDUFB1"
"hg19-PRRC2C",1.97628071820171e-83,0.446406048855167,0.565,0.497,3.57548707537054e-79,"0","hg19-PRRC2C"
"hg19-NREP",2.93254805183613e-83,0.547873804575483,0.604,0.528,5.30556593538193e-79,"0","hg19-NREP"
